scheme_id,scheme_name,description,benefits,eligibility_criteria,documents_required,application_link,state_applicability,crop_types,farmer_category,scheme_type,required_documents
NICRA_001,National Initiative on Climate Resilient Agriculture,Promoting climate-resilient agricultural practices,"This program offers significant advantages such as research and technology demonstrations. Furthermore, it offers climate-resilient varieties. Additionally, the scheme provides risk management. Moreover, beneficiaries receive capacity building.",The scheme is designed to benefit all farmers. The scheme also covers especially in climate-vulnerable areas.,"Aadhaar card, Land records",https://www.indiascienceandtechnology.gov.in/research/national-initiative-climate-resilient-agriculture?field_area_id=All,All States,All Crops,"Small,Marginal,Large",Sustainability,"Aadhaar, Land records"
NAFCC_001,National Adaptation Fund for Climate Change,Climate change adaptation projects in agriculture,"Key benefits of this initiative include fund for adaptation projects. Furthermore, it offers support for vulnerable communities. Additionally, the scheme provides state and ut implementation.",The scheme is designed to benefit state governments. The scheme also covers vulnerable farming communities.,As per state project guidelines,https://www.nabard.org/,All States,All Crops,"Small,Marginal,Large",Sustainability,As per state norms
BPKP_001,Bharatiya Prakritik Krishi Paddhati,Natural farming based on traditional Indian practices,"This program offers significant advantages such as sub-scheme under pkvy. Furthermore, it offers chemical-free farming. Additionally, the scheme provides traditional methods promotion. Moreover, beneficiaries receive certification support.",The scheme is designed to benefit farmers adopting natural farming.,"Aadhaar card, Bank account, Land records",https://naturalfarming.dac.gov.in/,All States,All Crops,"Small,Marginal",Organic,"Aadhaar, Land records"
CARBON_AGR_001,Carbon Farming & Climate Smart Agriculture,Promoting carbon sequestration and emission reduction in farming,"This program offers significant advantages such as agroforestry support. Furthermore, it offers soil carbon improvement. Additionally, the scheme provides reduced emission practices. Moreover, beneficiaries receive carbon credit opportunities.",The scheme is designed to benefit farmers adopting climate-smart practices.,"Aadhaar card, Land records, Adoption certificate",Contact State Agriculture Department,All States,All Crops,"Small,Marginal,Large",Sustainability,"Aadhaar, Adoption certificate"
MFP_001,Mega Food Parks Scheme,Cluster-based food processing infrastructure,"The scheme provides comprehensive support including 252. Furthermore, it offers 200 mt dry warehouses. Additionally, the scheme provides 58. Moreover, beneficiaries receive 500 mt silos. It also aims to ensure 97, and 610 mt cold storage, and iqf capacity, and processing infrastructure.",Applicants must fall under the category of food processors. The scheme also covers fpos. It is applicable to entrepreneurs in notified food parks.,"Registration in food park, Project proposal, Financial documents",https://pmfme.mofpi.gov.in/pmfme/#/Login,All States,All Crops - Processing,"Small,Marginal,Large",Infrastructure,"Registration, Project proposal"
AGRO_CLUSTER_001,Agro Processing Clusters Scheme,Creation of clusters for agro-processing,"Under this scheme, beneficiaries are entitled to modern infrastructure. Furthermore, it offers common facilities. Additionally, the scheme provides market linkage. Moreover, beneficiaries receive technical support.",Eligibility for this program is extended to farmer groups. The scheme also covers fpos. It is applicable to processors in cluster areas.,"Cluster membership, Project report, Registration documents",https://www.mofpi.gov.in/en/Schemes/agro-processing-cluster,All States,All Crops,"Small,Marginal,Large",Infrastructure,"Cluster membership, Project docs"
PMFME_001,PM Formalization of Micro Food Processing Enterprises (PMFME),Support for micro food processing enterprises,"This program offers significant advantages such as credit-linked subsidy. Furthermore, it offers training. Additionally, the scheme provides market access. Moreover, beneficiaries receive common infrastructure.","Applicants must fall under the category of micro food processing enterprises. The scheme also covers individual entrepreneurs. It is applicable to fpos. Furthermore, eligibility extends to shgs. Additionally, it includes cooperatives.","Aadhaar card, Enterprise registration, Bank account, Project proposal",https://www.mofpi.gov.in/,All States,All Crops - Processing,"Small,Marginal,Large",Financial Support,"Aadhaar, Enterprise registration, Project"
NSC_001,National Seeds Corporation - Quality Seeds,Certified seed distribution and production,"Key benefits of this initiative include quality certified seeds. Furthermore, it offers foundation and certified seed production. Additionally, the scheme provides breeder seed multiplication.",Eligibility for this program is extended to registered seed growers. The scheme also covers farmers.,"Seed grower registration, Land records, Aadhaar card",https://www.indiaseeds.com/,All States,All Crops,"Small,Marginal,Large",Production,"Registration, Land records"
SEED_VILLAGE_001,Seed Village Program,Village-level quality seed production,"Key benefits of this initiative include technical support. Furthermore, it offers seed certification. Additionally, the scheme provides market linkage. Moreover, beneficiaries receive price premium.",Eligibility for this program is extended to farmers in seed villages.,"Aadhaar card, Land records, Seed village membership",Contact State Agriculture Department,All States,All Crops,"Small,Marginal,Large",Production,"Aadhaar, Land records, Membership"
TMC_001,Technology Mission on Cotton,Productivity and quality improvement in cotton,"This program offers significant advantages such as mini mission i: technology. Furthermore, it offers mini mission ii: production. Additionally, the scheme provides mini mission iii: processing. Moreover, beneficiaries receive mini mission iv: marketing.",Applicants must fall under the category of cotton farmers.,"Aadhaar card, Land records, Cotton cultivation proof",https://ecotton.dac.gov.in/,Cotton Growing States,Cotton,"Small,Marginal,Large",Production,"Aadhaar, Land records"
JUTE_TECH_001,Jute Technology Mission,Modernization and diversification of jute sector,"The scheme provides comprehensive support including quality seed distribution. Furthermore, it offers technology upgradation. Additionally, the scheme provides machinery support. Moreover, beneficiaries receive market development.",This scheme is primarily targeted at jute farmers. The scheme also covers jute mills.,"Aadhaar card, Land records, Jute cultivation area",https://trace-textiles.gov.in/sign-up,Jute Growing States,Jute,"Small,Marginal,Large",Production,"Aadhaar, Land records"
