n,p,k,temperature,humidity,ph,rainfall,npk_total,n_to_p_ratio,n_to_k_ratio,p_to_k_ratio,npk_balance,moisture_index,gdd_proxy,is_low_rainfall,is_high_rainfall,is_very_high_rainfall,is_cool,is_hot,is_very_hot,ph_deviation,is_acidic,is_alkaline,is_very_acidic,is_very_alkaline,ph_deviation_squared,ph_n_interaction,ph_p_interaction,annual_rainfall,yield,label
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,225,1.1358024691358024,1.7692307692307692,1.5576923076923077,0.6133333251555557,79.36274059579989,21.436036064717197,1,0,0,0,1,0,0.6085861049999997,1,0,0,0,0.3703770471990706,542.0100783400001,477.20452549500004,1718.1297051428573,26.851127854040815,banana
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,235,1.5492957746478873,2.037037037037037,1.3148148148148149,0.8085106279764601,77.58774732669065,23.570732735568658,1,0,0,0,1,0,0.7745810390000001,1,0,0,0,0.5999757859783197,629.7960857099999,406.504746231,1718.1297051428573,26.851127854040815,banana
82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,212,1.0933333333333333,1.490909090909091,1.3636363636363635,0.44339622014061947,72.3302392399265,21.46304331459928,1,0,0,0,0,0,0.2189304950000004,1,0,0,0,0.047930561640945196,515.04769941,471.080212875,1718.1297051428573,26.851127854040815,banana
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,251,1.4444444444444444,2.207547169811321,1.528301886792453,0.7968127394803258,76.74001114889282,23.076237927331746,1,0,0,0,1,0,0.9923582220000009,1,0,0,0,0.9847748407710031,644.3940880259998,446.11898401799994,1718.1297051428573,26.851127854040815,banana
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,69,0.05,0.07407407407407407,1.4814814814814814,1.8260868771266574,42.8395509559499,14.139935097855814,1,0,0,0,1,0,0.5453733959999996,1,0,0,0,0.29743214106457233,11.909253208,238.18506416000002,1718.1297051428573,7.555392696430939,mango
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,94,1.625,1.2580645161290323,0.7741935483870968,0.4893616865097334,53.01802651775199,18.030084551450756,1,0,0,0,1,1,1.7428851029999999,1,0,1,0,3.0376484822593204,185.527480983,114.170757528,1718.1297051428573,7.555392696430939,mango
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,74,0.8076923076923077,0.7777777777777778,0.9629629629629629,0.29729728524470456,45.697295407104505,12.873823040613072,1,0,0,0,0,0,0.8004130279999995,1,0,0,0,0.6406610153921279,119.69132641200001,148.189261272,1718.1297051428573,7.555392696430939,mango
25,22,25,33.56150184,45.53556603,5.977413802999999,95.70525913,72,1.1363636363636365,1.0,0.88,0.1666666597222225,43.57993146532375,15.282419831012863,1,0,0,0,1,1,0.5225861970000008,1,0,0,0,0.2730963332949236,149.435345075,131.503103666,1718.1297051428573,7.555392696430939,mango
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,53,0.0,0.0,0.65625,1.9999998867924587,50.025880036618965,19.478428090059204,1,0,0,0,1,1,0.06986056399999985,1,0,0,0,0.0048804984023980745,0.0,135.032928156,1718.1297051428573,7.555392696430939,mango
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,74,1.0526315789473684,0.5714285714285714,0.5428571428571428,0.8378378038714404,49.61266625428739,17.301049792152696,1,0,0,0,1,1,0.38606491299999934,1,0,0,0,0.14904611704969706,122.27870174000002,116.16476665300002,1718.1297051428573,7.555392696430939,mango
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,74,0.9047619047619048,0.5588235294117647,0.6176470588235294,0.75675672607743,51.983828451265836,15.966108749364114,1,0,0,0,1,0,1.425727308,1,0,1,0,2.0326983567769266,96.411181148,106.559726532,1718.1297051428573,7.555392696430939,mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,66,1.0588235294117647,0.5806451612903226,0.5483870967741935,0.8181817809917372,42.340692936961744,14.336863977319661,1,0,0,0,1,0,0.8324922939999997,1,0,0,0,0.6930434195693819,102.01513870800001,96.347631002,1718.1297051428573,7.555392696430939,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,80,0.3055555555555556,0.3333333333333333,1.0909090909090908,1.1749999559375015,49.81036176331414,18.79683753120336,1,0,0,0,1,1,0.521365715,1,0,0,0,0.27182220877746116,65.764977135,215.23083426,1718.1297051428573,7.555392696430939,mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,88,1.0714285714285714,1.0,0.9333333333333333,0.09090908780991751,51.393550681845845,16.632138026129734,1,0,0,0,1,0,1.4353866860000002,1,0,1,0,2.060334938346063,151.93839942,141.809172792,1718.1297051428573,7.555392696430939,mango
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,64,0.9473684210526315,0.6666666666666666,0.7037037037037037,0.5312499750976574,49.263992017241684,14.528746113235764,1,0,0,0,0,0,1.7276140139999994,1,0,1,0,2.98465018136919,85.90294774800002,90.675333734,1718.1297051428573,7.555392696430939,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,73,1.0,0.8518518518518519,0.8518518518518519,0.2191780731844627,50.045114257150566,17.85764116617735,1,0,0,0,1,1,1.338851408,1,0,1,0,1.7925230927035825,118.706417616,118.706417616,1718.1297051428573,7.555392696430939,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,101,1.2333333333333334,1.088235294117647,0.8823529411764706,0.2178217757082642,53.28905393082112,14.770719537637024,1,0,0,0,0,0,0.29777922700000037,0,0,0,0,0.08867246803271775,251.51783139900002,203.93337681,1718.1297051428573,7.555392696430939,mango
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,68,0.4074074074074074,0.36666666666666664,0.9,1.0294117192906593,43.63632007676001,13.44998381326814,1,0,0,0,0,0,0.10525697000000012,1,0,0,0,0.011079029733580924,70.34217333,172.65806181,1718.1297051428573,7.555392696430939,mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,62,0.631578947368421,0.3870967741935484,0.6129032258064516,0.9999999516129056,48.38332492789635,14.352687504822805,1,0,0,0,0,0,0.9332956220000002,1,0,0,0,0.8710407180443672,66.800452536,105.767383182,1718.1297051428573,7.555392696430939,mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,64,0.10714285714285714,0.09090909090909091,0.8484848484848485,1.7187499194335978,46.16330908806933,14.830980827951374,1,0,0,0,1,0,0.744950029,1,0,0,0,0.5549505457071008,17.265149913000002,161.141399188,1718.1297051428573,7.555392696430939,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,107,0.9736842105263158,1.15625,1.1875,0.20560747087081868,41.68753899643671,14.505035250010177,1,0,0,0,1,0,1.0826594749999998,1,0,1,0,1.1721515388072752,200.441599425,205.85893995,1718.1297051428573,7.555392696430939,mango
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,93,0.7027027027027027,0.8666666666666667,1.2333333333333334,0.38709676170655605,48.178889027548124,17.508640106598673,1,0,0,0,1,1,0.3338261660000006,1,0,0,0,0.11143990910625995,160.32051968399998,228.14843185799998,1718.1297051428573,7.555392696430939,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,62,0.7777777777777778,0.4666666666666667,0.6,0.9032257627471405,49.920060882400385,15.541013617619534,1,0,0,0,1,0,1.3087348839999997,1,0,1,0,1.7127869965984928,72.67771162400001,93.442772088,1718.1297051428573,7.555392696430939,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,91,2.5,1.1428571428571428,0.45714285714285713,0.9450549138992886,53.26217183641338,18.505080695974854,1,0,0,0,1,1,1.5452604360000004,1,0,1,0,2.3878298150669113,198.18958256,79.275833024,1718.1297051428573,7.555392696430939,mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,49,0.2,0.16,0.8,1.5102039891711845,47.93259343197731,13.870493501495018,1,0,0,0,1,0,0.8354129889999999,1,0,0,0,0.697914862189914,22.658348044,113.29174022000001,1718.1297051428573,7.555392696430939,mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,94,1.44,1.0909090909090908,0.7575757575757576,0.4042553062471711,53.124684249696514,14.923881485573427,1,0,0,0,0,0,0.9514151479999997,1,0,0,0,0.9051907838438613,199.749054672,138.7146213,1718.1297051428573,7.555392696430939,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,78,1.7647058823529411,0.967741935483871,0.5483870967741935,0.6923076656804744,51.57272918341854,17.006482802685035,1,0,0,0,1,0,0.30443710599999996,0,0,0,0,0.0926819515096552,204.13311318,115.675430802,1718.1297051428573,7.555392696430939,mango
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,93,0.7567567567567568,1.0,1.3214285714285714,0.38709676170655605,49.83507683487074,16.235942449692956,1,0,0,0,1,1,0.4021302329999994,1,0,0,0,0.1617087242926338,170.74035347600002,225.62118137900003,1718.1297051428573,7.555392696430939,mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,83,2.533333333333333,1.2666666666666666,0.5,0.9156626175061703,46.70196342336402,13.921350141351969,1,0,0,0,1,0,1.4244954630000004,1,0,1,0,2.0291873241075855,192.869172406,76.132568055,1718.1297051428573,7.555392696430939,mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,79,0.32432432432432434,0.4,1.2333333333333334,1.0886075535971815,42.80648359410365,14.74407450198427,1,0,0,0,1,0,1.9535338910000002,1,0,1,0,3.8162946632856007,54.557593307999994,168.219246033,1718.1297051428573,7.555392696430939,mango
38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,88,2.0,1.2258064516129032,0.6129032258064516,0.7045454305268604,44.49896418076276,17.052530195159285,1,0,0,0,1,1,0.6448807320000007,1,0,0,0,0.4158711585048568,222.49453218399998,111.24726609199999,1718.1297051428573,7.555392696430939,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,70,0.24242424242424243,0.27586206896551724,1.1379310344827587,1.3142856579591862,45.43951101278895,14.836340968862345,1,0,0,0,1,0,0.05760653900000001,1,0,0,0,0.0033185133355585223,51.539147688,212.598984213,1718.1297051428573,7.555392696430939,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,70,0.5555555555555556,0.5357142857142857,0.9642857142857143,0.7142856836734708,41.89658361346277,15.593326445596071,1,0,0,0,1,1,1.9924764489999998,1,0,1,0,3.9699623998196487,67.612853265,121.70313587700001,1718.1297051428573,7.555392696430939,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,75,2.125,1.36,0.64,0.7199999712000011,46.93254440277957,15.324826072883855,1,0,0,0,1,0,0.39270441000000034,1,0,0,0,0.15421675363344836,207.64805006,97.71672944,1718.1297051428573,7.555392696430939,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,78,0.3055555555555556,0.3548387096774194,1.1612903225806452,1.1538461094674572,51.91354443666507,14.457208512303161,1,0,0,0,0,0,0.024550679999999936,1,0,0,0,0.0006027358884623968,71.22994252,233.11617552,1718.1297051428573,7.555392696430939,mango
33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,96,1.1379310344827587,0.9705882352941176,0.8529411764705882,0.1874999941406252,45.77079835231544,15.458899298732009,1,0,0,0,1,0,0.3329795089999994,0,0,0,0,0.11087535341388068,225.488323797,198.15640576099997,1718.1297051428573,7.555392696430939,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,69,0.3870967741935484,0.46153846153846156,1.1923076923076923,0.9565216975425348,52.054129665204066,18.588850828209736,1,0,0,0,1,1,1.1047242810000002,1,0,1,0,1.2204157370309674,64.743308628,167.25354728899998,1718.1297051428573,7.555392696430939,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,74,0.35294117647058826,0.42857142857142855,1.2142857142857142,1.0270269853907978,44.48928342773651,15.020091285472763,1,0,0,0,1,1,0.36473061999999956,1,0,0,0,0.13302842516558408,73.62323256,208.59915892,1718.1297051428573,7.555392696430939,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,52,0.3125,0.16129032258064516,0.5161290322580645,1.5769229859467508,47.72597969108781,17.51162743570839,1,0,0,0,1,1,1.9443114680000004,1,0,1,0,3.7803470845963165,22.778442659999996,72.891016512,1718.1297051428573,7.555392696430939,mango
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,60,0.03333333333333333,0.034482758620689655,1.0344827586206897,1.8999999050000047,47.11583204290803,14.56216162882422,1,0,0,0,1,0,0.06580224399999945,1,0,0,0,0.004329935315435464,6.4341977560000005,193.02593268,1718.1297051428573,7.555392696430939,mango
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,82,0.45714285714285713,0.5161290322580645,1.1290322580645162,0.8292682623438441,48.183366278701655,16.200775998856187,1,0,0,0,1,1,1.1831240219999994,1,0,1,0,1.3997824514334551,85.07001564800001,186.09065923000003,1718.1297051428573,7.555392696430939,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,79,1.9444444444444444,1.3461538461538463,0.6923076923076923,0.6582278231052725,49.520344986435035,16.269029507420008,1,0,0,0,1,0,1.220611033,1,0,1,0,1.489891293881327,184.778613845,95.029001406,1718.1297051428573,7.555392696430939,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,70,0.1,0.15384615384615385,1.5384615384615385,1.6571427861224521,46.550901807196425,13.396632533978188,1,0,0,0,0,0,0.22004179099999988,0,0,0,0,0.048418389786487624,26.880167164,268.80167164,1718.1297051428573,7.555392696430939,mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,72,0.3103448275862069,0.2647058823529412,0.8529411764705882,1.2499999479166688,46.26026676852436,13.483896123937829,1,0,0,0,1,0,0.7725774599999999,1,0,0,0,0.5968759317000515,51.54680286,166.09525366,1718.1297051428573,7.555392696430939,mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,73,0.05263157894736842,0.06060606060606061,1.1515151515151516,1.8356163629198756,48.024701588637186,17.240501662856676,1,0,0,0,1,1,1.8086038049999997,1,0,1,0,3.271047723460477,9.38279239,178.27305541,1718.1297051428573,7.555392696430939,mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,90,0.8125,0.8125,1.0,0.26666665777777804,45.0068146569448,15.43560523667073,1,0,0,0,1,0,0.31018607900000017,0,0,0,0,0.09621540360539435,177.064838054,217.925954528,1718.1297051428573,7.555392696430939,mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,103,0.8947368421052632,1.096774193548387,1.2258064516129032,0.21359222678857598,44.403222618876704,16.12557039869429,1,0,0,0,1,1,0.045954670999999614,1,0,0,0,0.0021118317867182055,219.437541186,245.25372250200002,1718.1297051428573,7.555392696430939,mango
5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,70,0.15625,0.15151515151515152,0.9696969696969697,1.5714285040816358,49.101502770693436,16.99888831586831,1,0,0,0,1,1,0.6572362270000003,1,0,0,0,0.4319594580811959,29.213818865,186.968440736,1718.1297051428573,7.555392696430939,mango
31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,86,1.0689655172413792,1.1923076923076923,1.1153846153846154,0.18604650513791254,46.347259929757726,13.379515018582042,1,0,0,0,1,0,1.4758753160000007,1,0,1,0,2.178207948378102,155.747865204,145.699615836,1718.1297051428573,7.555392696430939,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,103,1.0,0.9714285714285714,0.9714285714285714,0.03883495032519569,44.931366387346756,12.864778794887638,1,0,0,0,0,0,0.07728946100000034,1,0,0,0,0.005973660781670573,218.37215832599998,218.37215832599998,1718.1297051428573,7.555392696430939,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,87,1.894736842105263,1.125,0.59375,0.689655148632581,46.840938924929496,13.745691997558064,1,0,0,0,0,0,1.5570496299999999,1,0,1,0,2.4244035502831363,177.94621332,93.91605703,1718.1297051428573,7.555392696430939,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,50,0.4117647058823529,0.2692307692307692,0.6538461538461539,1.159999930400004,44.67560879914912,17.012120194177804,1,0,0,0,1,1,0.08547339400000009,1,0,0,0,0.007305701081879252,44.901686242,109.046952302,1718.1297051428573,7.555392696430939,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,80,2.533333333333333,1.4074074074074074,0.5555555555555556,0.8749999671875011,44.751806293632974,16.36824826962168,1,0,0,0,1,1,0.2777881259999999,0,0,0,0,0.07716624294659183,257.555948788,101.66682189,1718.1297051428573,7.555392696430939,mango
5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,49,0.2631578947368421,0.2,0.76,1.3877550170762236,52.41317451256342,14.889791859620454,1,0,0,0,0,0,0.058671956000000414,1,0,0,0,0.0034423984208659846,32.20664022,122.38523283599999,1718.1297051428573,7.555392696430939,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,99,1.0277777777777777,1.4230769230769231,1.3846153846153846,0.42424241138659363,49.71509921345253,17.306073783566184,1,0,0,0,1,1,1.849463803,1,0,1,0,3.4205163586072223,172.06983928900002,167.419303092,1718.1297051428573,7.555392696430939,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,84,0.6774193548387096,0.65625,0.96875,0.49999998214285774,46.436426144854956,18.19782479344349,1,0,0,0,1,1,1.245467787,1,0,1,0,1.5511900084546772,110.345176473,162.890498603,1718.1297051428573,7.555392696430939,mango
37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,100,1.0277777777777777,1.3703703703703705,1.3333333333333333,0.3799999886000003,43.31096048223632,13.200241515776195,1,0,0,0,0,0,0.5893654670000004,1,0,0,0,0.3473516536921285,218.693477721,212.782843188,1718.1297051428573,7.555392696430939,mango
23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,76,1.0,0.7666666666666667,0.7666666666666667,0.3684210380886432,43.13316036287055,15.575577144278862,1,0,0,0,1,1,1.7447263689999994,1,0,1,0,3.0440701026839223,109.37129351300001,109.37129351300001,1718.1297051428573,7.555392696430939,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,88,1.3846153846153846,1.3846153846153846,1.0,0.4545454390495873,48.65012496462706,15.413723316853018,1,0,0,0,1,0,0.3146302460000001,0,0,0,0,0.09899219169802059,245.326688856,177.18038639600002,1718.1297051428573,7.555392696430939,mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,92,0.7272727272727273,0.6857142857142857,0.9428571428571428,0.4347825945179588,55.23847515176926,16.04318584825565,1,0,0,0,1,0,1.157133881,1,0,1,0,1.3389588185581223,128.228786856,176.314581927,1718.1297051428573,7.555392696430939,mango
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,74,1.4444444444444444,0.8666666666666667,0.6,0.5405405186267357,49.3471163644523,16.378328874594906,1,0,0,0,1,1,0.16376537600000063,1,0,0,0,0.02681909837642158,164.74210022399998,114.05222323199999,1718.1297051428573,7.555392696430939,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,65,1.2941176470588236,0.8461538461538461,0.6538461538461539,0.4307692108875748,47.54814071231018,13.694415527908701,1,0,0,0,1,0,1.7455649749999997,1,0,1,0,3.0469970819467496,104.59757055,80.82539542500001,1718.1297051428573,7.555392696430939,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,77,0.3235294117647059,0.34375,1.0625,1.1428570983302428,48.200060538688604,14.399532358148537,1,0,0,0,1,0,0.3317067729999996,0,0,0,0,0.11002938325407328,75.148774503,232.27803028199997,1718.1297051428573,7.555392696430939,mango
29,35,28,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,92,0.8285714285714286,1.0357142857142858,1.25,0.2826086864366733,48.4006784393734,15.176795374618377,1,0,0,0,1,0,0.4674177660000005,0,0,0,0,0.21847936797243123,202.055115214,243.85962181000002,1718.1297051428573,7.555392696430939,mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,76,0.7857142857142857,0.8461538461538461,1.0769230769230769,0.2631578843490309,42.16957175882974,12.568025365072398,1,0,0,0,0,0,1.5523169660000002,1,0,1,0,2.409687962931446,108.849026748,138.535124952,1718.1297051428573,7.555392696430939,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,79,0.9583333333333334,0.71875,0.75,0.4303797304919089,43.07671303119906,12.983526062793494,1,0,0,0,1,0,0.8693800989999998,1,0,0,0,0.7558217565372495,129.504257723,135.134877624,1718.1297051428573,7.555392696430939,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,70,0.02857142857142857,0.029411764705882353,1.0294117647058822,1.9142856322449018,43.059286456972465,14.379258112825518,1,0,0,0,1,0,0.2266017800000002,1,0,0,0,0.051348366699168486,6.27339822,219.5689377,1718.1297051428573,7.555392696430939,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,60,0.08333333333333333,0.058823529411764705,0.7058823529411765,1.7999999100000044,51.93735951031641,15.836131189859433,1,0,0,0,1,0,0.027225352000000314,1,0,0,0,0.000741219791523921,12.945549296,155.346591552,1718.1297051428573,7.555392696430939,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,101,1.054054054054054,1.56,1.48,0.514851469855897,44.82957844784217,15.202404833752864,1,0,0,0,1,1,0.45324650600000016,0,0,0,0,0.20543239520120818,271.176613734,257.270120722,1718.1297051428573,7.555392696430939,mango
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,78,0.4166666666666667,0.5555555555555556,1.3333333333333333,0.8461538136094686,49.11789137305023,14.997475610496688,1,0,0,0,0,0,0.8562897839999986,1,0,0,0,0.7332321941827642,84.65565324000002,203.17356777600006,1718.1297051428573,7.555392696430939,mango
3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,52,0.16666666666666666,0.0967741935483871,0.5806451612903226,1.6538460584319583,43.91501044641441,15.259004710580049,1,0,0,0,1,0,0.10768602700000063,1,0,0,0,0.011596280411044864,19.176941918999997,115.06165151399999,1718.1297051428573,7.555392696430939,mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,78,0.21052631578947367,0.25,1.1875,1.3846153313609488,42.72062726893159,13.90503149473341,1,0,0,0,1,0,1.518183477,1,0,1,0,2.3048810698358095,39.854532184,189.309027874,1718.1297051428573,7.555392696430939,mango
33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,98,1.064516129032258,0.9705882352941176,0.9117647058823529,0.10204081320283234,45.091183667818406,15.734804986048754,1,0,0,0,1,0,1.0787347170000006,1,0,1,0,1.1636685896610712,178.90175433899998,168.05922377299999,1718.1297051428573,7.555392696430939,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,75,0.4827586206896552,0.4375,0.90625,0.8799999648000014,47.75577491751038,17.451253187111007,1,0,0,0,1,1,0.44252010499999983,0,0,0,0,0.19582404332921088,97.19528147,201.333083045,1718.1297051428573,7.555392696430939,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,64,0.9,0.6923076923076923,0.7692307692307693,0.4374999794921884,46.777081003943,16.4614782810985,1,0,0,0,1,0,1.0641594909999998,1,0,1,0,1.1324354222853787,97.845129162,108.71681018000001,1718.1297051428573,7.555392696430939,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,62,0.42857142857142855,0.28125,0.65625,1.1290322034339255,51.38654375078125,17.28376517071335,1,0,0,0,1,1,0.629883929,1,0,0,0,0.39675376401247703,52.831044639,123.272437491,1718.1297051428573,7.555392696430939,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,77,0.6666666666666666,0.7407407407407407,1.1111111111111112,0.4415584243548665,49.47855871478068,14.348446794948822,1,0,0,0,0,0,1.7508960699999996,1,0,1,0,3.0656370479414434,94.98207860000001,142.4731179,1718.1297051428573,7.555392696430939,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,72,0.23684210526315788,0.36,1.52,1.2499999479166688,50.49443103599567,17.41052065674214,1,0,0,0,1,1,1.0020531009999996,1,0,1,0,1.0041104172237154,49.481522091,208.921982162,1718.1297051428573,7.555392696430939,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,84,1.0833333333333333,0.7647058823529411,0.7058823529411765,0.4285714132653067,46.88060893120495,16.33579981315103,1,0,0,0,1,0,0.3112910979999999,0,0,0,0,0.09690214769404552,177.093568548,163.470986352,1718.1297051428573,7.555392696430939,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,96,0.8611111111111112,1.0689655172413792,1.2413793103448276,0.24999999218750027,51.38319989588008,17.89205812220892,1,0,0,0,1,1,0.03945725099999997,1,0,0,0,0.0015568746564769986,200.276825219,232.579538964,1718.1297051428573,7.555392696430939,mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,67,0.7777777777777778,0.4,0.5142857142857142,1.1343283074181354,43.00814948659225,14.619424703783467,1,0,0,0,1,0,1.7088532220000001,1,0,1,0,2.9201793343397817,67.076054892,86.240642004,1718.1297051428573,7.555392696430939,mango
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,91,2.5,1.1428571428571428,0.45714285714285713,0.9450549138992886,43.9228720519748,15.635660228929488,1,0,0,0,1,0,0.015847799999999523,1,0,0,0,0.0002511527648399849,259.366088,103.74643520000001,1718.1297051428573,7.555392696430939,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,89,1.037037037037037,0.8235294117647058,0.7941176470588235,0.292134821613433,48.186788179925834,16.45351510993979,1,0,0,0,1,1,0.026654344999999857,0,0,0,0,0.0007104541073790174,182.74632166,176.219667315,1718.1297051428573,7.555392696430939,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,47,0.0,0.0,0.5666666666666667,1.999999872340434,46.91246476332048,17.018071215029657,1,0,0,0,1,1,0.22086626200000037,1,0,0,0,0.04878190568985281,0.0,106.74527354599999,1718.1297051428573,7.555392696430939,mango
1,29,29,27.32961444,49.30347234,6.052026047000001,93.53197359,59,0.034482758620689655,0.034482758620689655,1.0,1.8983049882217797,46.114510728001754,13.474448896054046,1,0,0,0,0,0,0.4479739529999991,1,0,0,0,0.2006806625664454,6.052026047000001,175.50875536300003,1718.1297051428573,7.555392696430939,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,69,0.05555555555555555,0.06451612903225806,1.1612903225806452,1.8260868771266574,45.850494380544596,15.438627738847938,1,0,0,0,1,0,0.7682805500000001,1,0,0,0,0.5902550035083026,11.4634389,206.3419002,1718.1297051428573,7.555392696430939,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,65,0.4444444444444444,0.46153846153846156,1.0384615384615385,0.8923076511242621,43.850633341011054,13.256922084623293,1,0,0,0,1,0,1.17692803,1,0,1,0,1.385159587799681,63.876863639999996,143.72294319,1718.1297051428573,7.555392696430939,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,70,0.25,0.2,0.8,1.3999999400000027,45.210692305717124,14.044941248065284,1,0,0,0,1,0,1.8308916100000001,1,0,1,0,3.3521640875683927,32.68375873,130.73503492,1718.1297051428573,7.555392696430939,mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,62,0.0,0.0,1.3846153846153846,1.9999999032258107,49.40646889139326,17.494678269658124,1,0,0,0,1,1,1.3987936110000003,1,0,1,0,1.9566235661744202,0.0,183.64343000399998,1718.1297051428573,7.555392696430939,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,92,0.7428571428571429,0.8387096774193549,1.1290322580645162,0.30434781616257117,52.02561278214268,17.74648782041437,1,0,0,0,1,1,1.1604434379999997,1,0,1,0,1.3466289727972591,138.82847061200002,186.88447967000002,1718.1297051428573,7.555392696430939,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,78,1.2857142857142858,0.9,0.7,0.3846153698224858,47.88438923306531,18.576396795244456,1,0,0,0,1,1,1.438918126,1,0,1,0,2.0704853733313517,136.649210598,106.28271935400001,1718.1297051428573,7.555392696430939,mango
